18-16-001804, Solar ,144,2.99,2018-08-06,83.46,,12370.88, CA ,807,, SolarMax ,Carval,1-7.18
18-16-001827, Solar ,240,3.99,2018-08-06,83.26,,27278.29, UT ,811,, CRLighting ,Carval,1-7.18
18-16-001881, Solar ,240,3.99,2018-08-08,83.26,,26764.33, NM ,761,, Ion ,Carval,1-7.18
18-16-001896, Solar+Storage ,240,5.99,2018-08-01,91.44,,17569.1, CA ,798,, SunRun ,Carval,1-7.18
18-16-001960, Solar ,240,3.99,2018-08-08,83.26,,22815.91, CA ,687,52.3, NewPower ,Carval,1-7.18
18-16-001968, Solar ,120,2.99,2018-08-06,84.61,,21538.65, NV ,756,, FreedomForever ,Carval,1-7.18
18-16-001976, Solar ,240,3.99,2018-08-09,83.26,,20550.03, CA ,850,, Sunergy ,Carval,1-7.18
18-16-001983, Solar ,240,5.99,2018-08-10,91.44,,21980.38, TX ,839,, EnvirosolarPower ,Carval,1-7.18
18-16-002019, Solar ,240,3.99,2018-08-08,83.26,,20951.21, CA ,723,, NewPower ,Carval,1-7.18
18-16-002083, Solar ,240,3.99,2018-08-08,83.26,,19955.26, TX ,699,1.6, ErusEnergy ,Carval,1-7.18
18-16-002104, Solar+Storage ,120,3.99,2018-07-31,87.41,,18867.57, CA ,787,, SunRun ,Carval,1-7.18
18-16-002110, Solar ,240,4.99,2018-08-08,87.28,,24490.2, CA ,781,, EnergyServicePartners ,Carval,1-7.18
18-16-002158, Solar ,240,3.99,2018-08-08,83.26,,16248.7, UT ,799,, TotalSolar ,Carval,1-7.18
18-16-002171, Solar ,240,4.99,2018-08-08,87.28,,34637.5, CA ,650,26.6,1,Carval,1-7.18
18-16-002192, Solar ,240,4.99,2018-08-06,87.28,,28430.54, TX ,679,21.6, Trismart ,Carval,1-7.18
18-16-002275, Solar ,240,3.99,2018-08-07,83.26,,17869.37, TX ,850,, ErusEnergy ,Carval,1-7.18
18-16-002454, Solar ,240,5.99,2018-08-06,91.44,,27494.79, OK ,693,20.5, EnvirosolarPower ,Carval,1-7.18
18-02-000146,Solar,240,5.99,2018-06-18,92.25,,42613.53,CA,650,37.4,SunRun,Carval,1-7.18
18-03-000757,Solar,240,3.99,2018-07-02,84.51,,22299.02,CO,650,53.2,BlueRaven,Carval,1-7.18
18-14-001346,Solar,240,3.99,2018-06-29,84.51,,19909.34,TX,650,15.6,InfinityEnergy,Carval,1-7.18
18-07-000780,Solar,240,3.99,2018-06-29,84.51,,32243.81,TX,651,16.9,Sunfinity,Carval,1-7.18
18-13-001368,Solar,240,5.99,2018-07-02,92.25,,25395.71,CA,651,27.8,Sunergy,Carval,1-7.18
18-05-000314,Solar,240,3.99,2018-07-06,84.51,,37665.28,CA,652,25.4,Solcius,Carval,1-7.18
18-06-001300,Solar,240,3.99,2018-06-21,84.51,,11757.11,CO,652,41.2,BlueRaven,Carval,1-7.18
18-07-001351,Solar,240,3.99,2018-07-02,84.51,,35268.88,CA,652,53.3,Complete,Carval,1-7.18
18-09-000052,Solar,240,5.99,2018-06-08,92.25,,26633.5,SC,652,3.3,Solcius,Carval,1-7.18
18-10-000997,Solar,240,3.99,2018-07-06,84.51,,28498.45,NV,652,51.1,QuickSystems,Carval,1-7.18
18-15-001191,Solar,120,2.99,2018-07-02,85.68,,19230.67,NV,652,48,Ion,Carval,1-7.18
18-15-001324,Solar,240,5.99,2018-06-22,92.25,,35636.47,OK,652,33.6,EnvirosolarPower,Carval,1-7.18
18-03-000758,Solar,240,4.99,2018-07-02,88.31,,31194.17,CO,653,52.5,Ion,Carval,1-7.18
18-14-000875,Solar,120,2.99,2018-06-26,85.68,,17160.47,TX,653,38.4,Ion,Carval,1-7.18
18-04-000822,Solar,240,5.99,2018-06-22,92.25,,46341.31,CA,654,29.4,FreedomForever,Carval,1-7.18
18-13-000348,Solar,240,3.99,2018-06-25,84.51,,42382.46,CA,655,27.4,Solcius,Carval,1-7.18
18-09-000426,Solar,240,3.99,2018-07-02,84.51,,24017.33,SC,656,19.8,BlueRaven,Carval,1-7.18
18-14-001423,Solar,180,4.99,2018-07-05,89.45,,22172.72,RI,656,50.8,BrightPlanet,Carval,1-7.18
18-13-000870,Solar,240,3.99,2018-07-06,84.51,,23162.56,NV,659,27.3,Solcius,Carval,1-7.18
18-07-000984,Solar,120,2.99,2018-06-22,85.68,,6871.68,FL,662,21.7,SunRun,Carval,1-7.18
18-12-001435,Solar,240,3.99,2018-07-06,84.51,,26081.05,ID,662,52.7,BlueRaven,Carval,1-7.18
18-02-001290,Solar,240,3.99,2018-06-22,84.51,,13033.48,CA,663,48.3,Solcius,Carval,1-7.18
18-03-000817,Solar,240,3.99,2018-06-05,84.51,,27195.71,SC,663,28.4,PalmettoSolar,Carval,1-7.18
18-12-000669,Solar,120,3.99,2018-07-02,88.42,,12688.56,NY,663,51.2,1,Carval,1-7.18
18-12-001539,Solar,120,2.99,2018-06-22,85.68,,29634.1,FL,663,19.3,SunRun,Carval,1-7.18
18-02-001173,Solar,240,3.99,2018-07-05,84.51,,20074.03,TX,664,45.3,Sunfinity,Carval,1-7.18
18-05-001156,Solar,240,3.99,2018-07-05,84.51,,41929.6,FL,664,52.2,Vivint,Carval,1-7.18
18-07-001042,Solar+Storage,120,3.99,2018-06-19,88.42,,30885.21,CA,664,42.1,SunRun,Carval,1-7.18
18-08-001673,Solar,240,4.99,2018-07-06,88.31,,13271.45,UT,664,40.8,AltaraySolar,Carval,1-7.18
18-15-000402,Solar,240,3.99,2018-07-05,84.51,,13173.87,CO,664,54.3,BlueRaven,Carval,1-7.18
18-03-000552,Solar,144,2.99,2018-07-02,84.34,,23437,UT,666,42.2,Intermountain,Carval,1-7.18
18-12-000774,Solar,240,4.99,2018-07-03,88.31,,27723.81,SC,666,6.4,Solcius,Carval,1-7.18
18-01-000983,Solar,240,3.99,2018-06-29,84.51,,30605.31,CA,667,29.7,InfinityEnergy,Carval,1-7.18
18-04-000610,Solar,240,3.99,2018-07-05,84.51,,10979.64,SC,667,18.8,BlueRaven,Carval,1-7.18
18-15-001252,Solar,240,3.99,2018-06-22,84.51,,14533.56,TX,667,19.6,ErusEnergy,Carval,1-7.18
18-16-001491,Solar,240,3.99,2018-07-06,84.51,,13128.13,CA,668,40.9,FreedomForever,Carval,1-7.18
18-02-001253,Solar,240,4.99,2018-07-03,88.31,,17845.22,TX,669,31.1,AltaraySolar,Carval,1-7.18
18-14-000608,Solar,240,5.99,2018-07-02,92.25,,29298.04,NV,669,12,Solcius,Carval,1-7.18
18-14-001269,Solar,240,3.99,2018-06-18,84.51,,13595.16,CO,669,36,BlueRaven,Carval,1-7.18
18-16-001560,Solar,240,4.99,2018-07-05,88.31,,15839.74,CA,669,50.5,Solcius,Carval,1-7.18
18-02-001405,Solar,240,3.99,2018-07-06,84.51,,12875.05,OR,670,50.1,BlueRaven,Carval,1-7.18
18-08-001347,Solar,240,4.99,2018-07-03,88.31,,31467.23,CA,670,24.4,SemperSolaris,Carval,1-7.18
18-01-001085,Solar,240,3.99,2018-07-02,84.51,,35365.43,CA,671,17.1,SolarEnergyCollective,Carval,1-7.18
18-10-001130,Solar,180,3.49,2018-07-05,84.38,,22257.19,TX,671,40.5,WellsSolar,Carval,1-7.18
18-13-001124,Solar,240,3.99,2018-07-06,84.51,,20390.5,NV,671,54.2,Ion,Carval,1-7.18
18-01-001167,Solar,240,3.99,2018-07-02,84.51,,10585.92,CO,672,36.3,Ion,Carval,1-7.18
18-10-001476,Solar,240,3.99,2018-07-06,84.51,,35597.46,CA,672,43.6,FreedomForever,Carval,1-7.18
18-15-000388,Solar+Storage,120,3.99,2018-06-14,88.42,,25328.77,CA,672,43.1,SunRun,Carval,1-7.18
18-01-001015,Solar,240,3.99,2018-07-05,84.51,,28097.53,CA,673,53.9,Complete,Carval,1-7.18
18-07-001029,Solar,240,3.99,2018-07-03,84.51,,11583.71,ID,673,23.2,BlueRaven,Carval,1-7.18
18-15-001525,Solar,240,3.99,2018-07-05,84.51,,31100.06,CA,673,26.4,Complete,Carval,1-7.18
18-03-001048,Solar,240,3.99,2018-07-02,84.51,,40613.5,NV,674,49.8,ElevationSolar,Carval,1-7.18
18-11-000910,Solar,240,5.99,2018-07-05,92.25,,9206.18,NM,674,43.7,NMSolarGroup,Carval,1-7.18
18-03-001471,Solar,240,3.99,2018-07-03,84.51,,26545.16,UT,675,43.9,TotalSolar,Carval,1-7.18
18-03-000793,Solar,240,3.99,2018-07-02,84.51,,18788.73,TX,676,41.8,CAMSolar,Carval,1-7.18
18-02-000574,Solar,240,5.99,2018-07-06,92.25,,40370.92,SC,677,48.4,Solcius,Carval,1-7.18
18-05-001335,Solar,240,3.99,2018-07-05,84.51,,9633.64,NM,677,23.1,ErusEnergy,Carval,1-7.18
18-07-000417,Solar,240,3.99,2018-07-03,84.51,,36643.64,SC,677,49.3,BlueRaven,Carval,1-7.18
18-10-000855,Solar,120,3.99,2018-06-05,88.42,,43526.23,CA,677,41.5,SunRun,Carval,1-7.18
18-06-001132,Solar,240,3.99,2018-07-02,84.51,,42343.67,CA,678,14.4,Complete,Carval,1-7.18
18-09-000334,Solar,120,3.99,2018-07-02,88.42,,26880.5,CA,679,50,SunRun,Carval,1-7.18
18-10-000208,Solar,240,3.99,2018-07-02,84.51,,22280.39,NV,679,9,Solcius,Carval,1-7.18
18-13-000064,Solar,120,3.99,2018-04-26,88.42,,44029.61,CA,679,49.9,SunRun,Carval,1-7.18
18-06-001261,Solar,120,2.99,2018-07-06,85.68,,24534.7,CA,680,26.2,InfinityEnergy,Carval,1-7.18
18-16-001343,Solar,240,3.99,2018-06-22,84.51,,15419.7,CA,680,51.9,EnergyServicePartners,Carval,1-7.18
18-04-000889,Solar,240,3.99,2018-07-03,84.51,,12582.89,NV,681,34.5,FreedomForever,Carval,1-7.18
18-14-001093,Solar,240,3.99,2018-07-03,84.51,,21252.05,OR,681,52.8,BlueRaven,Carval,1-7.18
18-01-000634,Solar,240,3.99,2018-06-22,84.51,,11985.37,OR,682,40.8,BlueRaven,Carval,1-7.18
18-13-000630,Solar,240,5.99,2018-07-05,92.25,,43551.63,TX,682,52.7,EnvirosolarPower,Carval,1-7.18
18-05-001210,Solar,120,2.99,2018-07-02,85.68,,11939.15,CO,683,37.6,BlueRaven,Carval,1-7.18
18-11-001272,Solar,240,3.99,2018-07-05,84.51,,15732.12,TX,684,44,ErusEnergy,Carval,1-7.18
18-16-000826,Solar,120,2.99,2018-06-29,85.68,,13588.12,CO,684,44.1,CAMSolar,Carval,1-7.18
18-04-001170,Solar,240,3.99,2018-07-05,84.51,,17100.12,CA,685,53.1,Solcius,Carval,1-7.18
18-16-001304,Solar,240,4.99,2018-07-05,88.31,,19093.53,CA,685,42.4,EnergyServicePartners,Carval,1-7.18
18-09-000916,Solar,120,3.99,2018-06-22,88.42,,18620.46,CA,687,50,SunRun,Carval,1-7.18
18-11-001231,Solar,240,4.99,2018-07-05,88.31,,21570.37,TX,687,21.1,Trismart,Carval,1-7.18
18-12-001160,Solar,240,3.99,2018-07-02,84.51,,30982.02,NV,689,20.2,ElevationSolar,Carval,1-7.18
18-15-000444,Solar+Storage,120,3.99,2018-06-04,88.42,,26963.68,CA,689,34,SunRun,Carval,1-7.18
18-15-000670,Solar,240,3.99,2018-07-03,84.51,,13260.3,CO,689,52.9,Ion,Carval,1-7.18
18-01-001570,Solar,240,3.99,2018-07-06,84.51,,19136.09,CA,690,50.9,Complete,Carval,1-7.18
18-08-001212,Solar,240,3.99,2018-06-22,84.51,,13346.38,TX,690,32.6,ErusEnergy,Carval,1-7.18
18-10-001055,Solar,240,3.99,2018-07-02,84.51,,16510.64,TX,690,29.9,CAMSolar,Carval,1-7.18
18-13-000718,Solar,240,3.99,2018-07-02,84.51,,15596.02,TX,690,51.8,CAMSolar,Carval,1-7.18
18-01-001531,Solar,240,3.99,2018-07-02,84.51,,22865.58,CA,691,48.4,SolarEnergyCollective,Carval,1-7.18
18-05-001311,Solar,240,3.99,2018-07-03,84.51,,18884.5,NV,691,37.7,QuickSystems,Carval,1-7.18
18-10-001097,Solar,240,3.99,2018-07-05,84.51,,20316.98,CA,691,49.7,Sunfinity,Carval,1-7.18
18-06-001215,Solar,240,3.99,2018-07-05,84.51,,32207.49,NC,692,25,BlueRaven,Carval,1-7.18
18-16-001095,Solar,240,3.99,2018-07-02,84.51,,27862.13,MD,692,21.6,Vivint,Carval,1-7.18
18-01-001309,Solar,240,3.99,2018-06-25,84.51,,22791.59,ID,693,22.7,BlueRaven,Carval,1-7.18
18-08-001648,Solar,240,3.99,2018-06-22,84.51,,9959.55,CA,693,47.1,InfinityEnergy,Carval,1-7.18
18-09-001038,Solar,240,3.99,2018-06-25,84.51,,12733.38,ID,693,27.4,BlueRaven,Carval,1-7.18
18-08-000556,Solar,240,3.99,2018-07-02,84.51,,26233.59,NV,694,15.3,Intermountain,Carval,1-7.18
18-13-001000,Solar,240,4.99,2018-07-02,88.31,,19269.72,MA,694,45.9,1,Carval,1-7.18
18-07-000805,Solar,240,3.99,2018-06-25,84.51,,30046.62,SC,695,47.6,BlueRaven,Carval,1-7.18
18-07-001416,Solar,120,3.99,2018-06-21,88.42,,21878.48,CA,695,28.6,SunRun,Carval,1-7.18
18-02-001209,Solar,240,3.99,2018-07-05,84.51,,38094.34,TX,696,28.3,InfinityEnergy,Carval,1-7.18
18-16-001087,Solar,240,3.99,2018-07-05,84.51,,12660.02,CO,696,28.9,Ion,Carval,1-7.18
18-04-000948,Solar,240,3.99,2018-06-22,84.51,,26817.42,NV,697,25.8,FreedomForever,Carval,1-7.18
18-07-000837,Solar,240,5.99,2018-07-02,92.25,,19142.46,CA,697,51.7,SunRun,Carval,1-7.18
18-13-001087,Solar,240,4.99,2018-07-05,88.31,,14655.74,TX,697,28.1,Trismart,Carval,1-7.18
18-13-001664,Solar,240,5.99,2018-07-05,92.25,,28572.09,TX,697,5.5,EnvirosolarPower,Carval,1-7.18
18-15-000875,Solar,240,3.99,2018-06-22,84.51,,14894.8,CO,697,41.4,Ion,Carval,1-7.18
18-03-000676,Solar,120,3.99,2018-06-14,88.42,,14509.51,CA,698,33.2,SunRun,Carval,1-7.18
18-03-001308,Solar,240,4.99,2018-07-03,88.31,,21673.61,CA,698,25.3,SemperSolaris,Carval,1-7.18
18-11-001066,Solar,240,3.99,2018-07-02,84.51,,26424.14,TX,698,14.4,CAMSolar,Carval,1-7.18
18-01-000963,Solar,240,3.99,2018-06-22,84.51,,41313.66,NV,699,32,QuickSystems,Carval,1-7.18
18-02-000897,Solar,240,3.99,2018-06-22,84.51,,32392.05,CA,699,54.1,Complete,Carval,1-7.18
18-12-001384,Solar,120,3.99,2018-07-05,88.42,,18580.16,CA,700,,SunRun,Carval,1-7.18
18-13-001092,Solar,240,3.99,2018-07-02,84.51,,26449.54,CO,700,,CAMSolar,Carval,1-7.18
18-15-001535,Solar,240,3.99,2018-07-03,84.51,,12070.6,CO,700,,BlueRaven,Carval,1-7.18
18-16-001093,Solar,240,3.99,2018-07-06,84.51,,25913.46,CO,700,,Ion,Carval,1-7.18
18-05-001205,Solar,240,3.99,2018-06-25,84.51,,15728.98,CA,701,,Complete,Carval,1-7.18
18-06-001079,Solar,240,5.99,2018-06-18,92.25,,31363.12,CA,701,,SunRun,Carval,1-7.18
18-12-000481,Solar,240,4.99,2018-07-02,88.31,,18068.45,TX,701,,Ion,Carval,1-7.18
18-04-000482,Solar,240,3.99,2018-07-06,84.51,,11943.98,OR,702,,BlueRaven,Carval,1-7.18
18-06-000747,Solar,240,3.99,2018-07-03,84.51,,13922.46,CO,702,,BlueRaven,Carval,1-7.18
18-12-001078,Solar,240,5.99,2018-06-08,92.25,,15114.18,CA,702,,SunRun,Carval,1-7.18
18-13-001010,Solar,120,3.99,2018-06-28,88.42,,23268.44,NJ,702,,SunRun,Carval,1-7.18
18-13-001709,Solar,240,4.99,2018-07-06,88.31,,22561.47,CA,702,,Solcius,Carval,1-7.18
18-05-000824,Solar,240,3.99,2018-06-22,84.51,,21407.3,CA,703,,EnergyServicePartners,Carval,1-7.18
18-06-000732,Solar,240,5.99,2018-06-04,92.25,,19670.75,CA,703,,SunRun,Carval,1-7.18
18-08-000565,Solar,240,5.99,2018-07-02,92.25,,36033.22,SC,703,,Solcius,Carval,1-7.18
18-08-000684,Solar,240,5.99,2018-05-29,92.25,,36620.76,CA,703,,SunRun,Carval,1-7.18
18-13-000736,Solar,240,4.99,2018-07-03,88.31,,19406.66,CA,704,,Solcius,Carval,1-7.18
18-01-000909,Solar,240,4.99,2018-07-02,88.31,,41034.48,CA,705,,SemperSolaris,Carval,1-7.18
18-08-001824,Solar,240,3.99,2018-07-05,84.51,,25091.47,UT,705,,CRLighting,Carval,1-7.18
18-10-000995,Solar,240,3.99,2018-07-02,84.51,,13414.47,CA,705,,SolarEnergyCollective,Carval,1-7.18
18-10-001215,Solar,240,4.99,2018-07-05,88.31,,20388.14,CA,705,,SolarMax,Carval,1-7.18
18-16-001460,Solar,240,4.99,2018-06-29,88.31,,11071.67,FL,705,,SunRun,Carval,1-7.18
18-01-001036,Solar,240,3.99,2018-06-25,84.51,,52427.11,SC,706,,BlueRaven,Carval,1-7.18
18-04-000947,Solar,240,3.99,2018-07-02,84.51,,13139.24,CA,706,,InfinityEnergy,Carval,1-7.18
18-06-000842,Solar,240,3.99,2018-06-22,84.51,,26402.75,CA,706,,Complete,Carval,1-7.18
18-13-001279,Solar,120,2.99,2018-07-05,85.68,,15994.31,NM,706,,Vivint,Carval,1-7.18
18-04-001659,Solar,240,5.99,2018-07-05,92.25,,28218.13,CA,707,,NewPower,Carval,1-7.18
18-06-001063,Solar+Storage,240,5.99,2018-06-26,92.25,,44786.37,CA,707,,SunRun,Carval,1-7.18
18-12-001904,Solar,240,3.99,2018-07-05,84.51,,22818.51,NJ,707,,PalmettoSolar,Carval,1-7.18
18-15-000579,Solar,240,3.99,2018-07-02,84.51,,52827.96,SC,707,,BlueRaven,Carval,1-7.18
18-05-001324,Solar,240,3.99,2018-07-03,84.51,,40644.6,NV,708,,ElevationSolar,Carval,1-7.18
18-07-001762,Solar,240,3.99,2018-07-06,84.51,,35380.77,NV,708,,FreedomForever,Carval,1-7.18
18-14-001052,Solar,240,4.99,2018-07-05,88.31,,40882.47,NV,708,,FreedomForever,Carval,1-7.18
18-16-001424,Solar,240,3.99,2018-07-03,84.51,,10639.57,AZ,708,,ElevationSolar,Carval,1-7.18
18-06-000920,Solar,240,3.99,2018-07-02,84.51,,11116.91,TX,709,,CAMSolar,Carval,1-7.18
18-08-000958,Solar,240,3.99,2018-07-03,84.51,,20576.33,CA,709,,SolarEnergyCollective,Carval,1-7.18
18-09-001296,Solar,240,3.99,2018-07-03,84.51,,14489.8,NV,709,,ElevationSolar,Carval,1-7.18
18-10-001090,Solar,120,3.99,2018-06-19,88.42,,18744.02,CA,709,,SunRun,Carval,1-7.18
18-12-001229,Solar,120,3.99,2018-06-18,88.42,,9543.46,CA,709,,SunRun,Carval,1-7.18
18-14-001246,Solar,240,4.99,2018-07-03,88.31,,26217.24,CA,709,,SemperSolaris,Carval,1-7.18
18-10-000851,Solar,240,3.99,2018-07-06,84.51,,20499.69,CO,710,,EmpireSolar,Carval,1-7.18
18-12-001780,Solar,180,3.99,2018-07-05,86.04,,20809.15,UT,710,,AltaraySolar,Carval,1-7.18
18-16-001159,Solar,240,3.99,2018-06-22,84.51,,19856.34,CA,710,,Synergy,Carval,1-7.18
18-04-001491,Solar,240,5.99,2018-07-03,92.25,,10846.72,CA,711,,SunRun,Carval,1-7.18
18-08-001513,Solar,240,5.99,2018-07-03,92.25,,34594.84,TX,711,,EnvirosolarPower,Carval,1-7.18
18-08-001147,Solar,240,4.99,2018-07-02,88.31,,13920.29,NM,712,,Vivint,Carval,1-7.18
18-10-001395,Solar,120,3.99,2018-06-25,88.42,,11555.25,CA,712,,SunRun,Carval,1-7.18
18-16-001207,Solar,240,3.99,2018-06-22,84.51,,26973.45,NM,712,,ErusEnergy,Carval,1-7.18
18-01-000652,Solar,240,3.99,2018-07-02,84.51,,31934.75,UT,713,,Solcius,Carval,1-7.18
18-06-001715,Solar,240,3.99,2018-07-05,84.51,,23897.84,AZ,713,,ArcadiaSolar,Carval,1-7.18
18-11-001442,Solar,120,3.99,2018-06-26,88.42,,37112.43,CA,713,,SunRun,Carval,1-7.18
18-03-000651,Solar,240,4.99,2018-07-02,88.31,,47677.01,AZ,714,,Solcius,Carval,1-7.18
18-03-000870,Solar,120,2.99,2018-06-29,85.68,,26673.24,CA,714,,EnergyServicePartners,Carval,1-7.18
18-03-000887,Solar,240,3.99,2018-07-02,84.51,,21074.44,NC,714,,BlueRaven,Carval,1-7.18
18-09-001259,Solar,240,4.99,2018-07-02,88.31,,14873.34,CA,714,,SolarMax,Carval,1-7.18
18-09-000923,Solar,240,3.99,2018-06-22,84.51,,21750.73,CA,715,,SolarEnergyCollective,Carval,1-7.18
18-12-001364,Solar,240,3.99,2018-07-03,84.51,,23495.96,NV,715,,FreedomForever,Carval,1-7.18
18-15-000686,Solar,240,5.99,2018-06-05,92.25,,30189.91,CA,715,,SunRun,Carval,1-7.18
18-05-000109,Solar,240,3.99,2018-06-25,84.51,,42084.93,SC,716,,BlueRaven,Carval,1-7.18
18-05-001261,Solar,120,3.99,2018-06-25,88.42,,16784.62,CA,716,,SunRun,Carval,1-7.18
18-10-000825,Solar,240,3.99,2018-07-02,84.51,,25482.42,TX,716,,CAMSolar,Carval,1-7.18
18-03-000766,Solar,240,5.99,2018-07-02,92.25,,32619.23,CA,717,,SunRun,Carval,1-7.18
18-07-000665,Solar,120,3.99,2018-06-28,88.42,,12948.38,CA,717,,SunRun,Carval,1-7.18
18-13-000717,Solar,240,3.99,2018-06-25,84.51,,24525.99,NV,717,,ArcadiaSolar,Carval,1-7.18
18-13-000729,Solar,240,3.99,2018-06-25,84.51,,18092.22,ID,717,,BlueRaven,Carval,1-7.18
18-13-001503,Solar,240,3.99,2018-07-03,84.51,,26066.74,CO,717,,BlueRaven,Carval,1-7.18
18-16-001492,Solar,240,3.99,2018-07-02,84.51,,18864.1,NV,717,,FreedomForever,Carval,1-7.18
18-16-000925,Solar,240,4.99,2018-07-05,88.31,,16031.77,TX,718,,Trismart,Carval,1-7.18
18-01-001081,Solar,240,3.99,2018-06-12,84.51,,16593.77,CA,719,,Complete,Carval,1-7.18
18-03-000315,Solar,120,2.99,2018-06-22,85.68,,18273.85,CA,719,,InfinityEnergy,Carval,1-7.18
18-06-000905,Solar,240,3.99,2018-07-06,84.51,,12658.36,CO,719,,Ion,Carval,1-7.18
18-07-000479,Solar,240,5.99,2018-06-12,92.25,,29374.85,CA,719,,SunRun,Carval,1-7.18
18-09-001275,Solar,240,3.99,2018-06-07,84.51,,28286.35,NY,719,,Vivint,Carval,1-7.18
18-10-001600,Solar,120,3.99,2018-06-29,88.42,,22877.48,CA,719,,SunRun,Carval,1-7.18
18-11-000505,Solar,240,4.99,2018-07-06,88.31,,12777.75,CA,719,,Solcius,Carval,1-7.18
18-14-000984,Solar,240,5.99,2018-07-06,92.25,,36979.87,TX,719,,EnvirosolarPower,Carval,1-7.18
18-14-001906,Solar,180,3.99,2018-07-02,86.04,,24772.82,UT,719,,Intermountain,Carval,1-7.18
18-12-000448,Solar,240,3.99,2018-07-05,84.51,,28870.43,MD,720,,Vivint,Carval,1-7.18
18-05-000670,Solar,120,2.99,2018-06-29,85.68,,16545.24,CO,721,,Ion,Carval,1-7.18
18-05-001913,Solar,240,3.99,2018-07-06,84.51,,16187.98,MD,721,,Vivint,Carval,1-7.18
18-13-000329,Solar,240,3.99,2018-07-06,84.51,,40808.08,CA,722,,Solcius,Carval,1-7.18
18-16-001614,Solar,240,3.99,2018-07-03,84.51,,12193.38,CA,722,,SolarEnergyCollective,Carval,1-7.18
18-14-001637,Solar,240,3.99,2018-07-02,84.51,,26828.95,CA,723,,SolarEnergyCollective,Carval,1-7.18
18-06-001324,Solar,240,3.99,2018-07-03,84.51,,23550.16,UT,724,,Solcius,Carval,1-7.18
18-13-001257,Solar,240,4.99,2018-07-02,88.31,,45329.15,CA,724,,SemperSolaris,Carval,1-7.18
18-14-001267,Solar,240,5.99,2018-07-02,92.25,,43707.71,CA,724,,SunRun,Carval,1-7.18
18-07-000488,Solar,120,3.99,2018-05-31,88.42,,19158.13,CA,725,,SunRun,Carval,1-7.18
18-08-000749,Solar,240,3.99,2018-07-03,84.51,,14621.9,CO,725,,BlueRaven,Carval,1-7.18
18-09-001173,Solar,240,3.99,2018-07-05,84.51,,33015.09,CA,725,,Solcius,Carval,1-7.18
18-10-001034,Solar,240,3.99,2018-07-02,84.51,,8788.85,TX,725,,CAMSolar,Carval,1-7.18
18-15-001225,Solar,240,3.99,2018-07-02,84.51,,23786.13,CO,725,,EmpireSolar,Carval,1-7.18
18-05-001073,Solar,240,3.99,2018-07-02,84.51,,31319.07,SC,726,,BlueRaven,Carval,1-7.18
18-16-001058,Solar,240,3.99,2018-07-02,84.51,,18788.73,TX,726,,CAMSolar,Carval,1-7.18
18-02-001100,Solar,240,3.99,2018-07-02,84.51,,15701.03,NC,727,,BlueRaven,Carval,1-7.18
18-07-000609,Solar,240,3.99,2018-07-03,84.51,,32933.51,CA,727,,Complete,Carval,1-7.18
18-10-001122,Solar,240,5.99,2018-07-02,92.25,,29363.73,SC,727,,EcsSolar,Carval,1-7.18
18-15-001299,Solar,240,5.99,2018-07-06,92.25,,38045.81,TX,727,,EnvirosolarPower,Carval,1-7.18
18-16-000932,Solar,240,3.99,2018-07-06,84.51,,24301.86,NV,727,,QuickSystems,Carval,1-7.18
18-14-001485,Solar,240,4.99,2018-07-02,88.31,,29932.59,CA,728,,Solcius,Carval,1-7.18
18-05-001423,Solar,240,3.99,2018-06-25,84.51,,11974.74,CO,729,,BlueRaven,Carval,1-7.18
18-05-001650,Solar,240,3.99,2018-07-03,84.51,,13579.53,CA,729,,EnergyServicePartners,Carval,1-7.18
18-10-000665,Solar,240,4.99,2018-07-02,88.31,,11553.4,CA,729,,Solcius,Carval,1-7.18
18-11-001037,Solar,240,3.99,2018-07-02,84.51,,23373.7,NV,729,,ElevationSolar,Carval,1-7.18
18-01-000883,Solar,240,3.99,2018-07-02,84.51,,37264.12,CO,730,,BlueRaven,Carval,1-7.18
18-09-001497,Solar,240,3.99,2018-07-05,84.51,,29053.28,CA,730,,BrightPlanet,Carval,1-7.18
18-11-001307,Solar,240,4.99,2018-07-06,88.31,,14598.6,CA,730,,SemperSolaris,Carval,1-7.18
18-03-000142,Solar,120,2.99,2018-05-24,85.68,,15287.81,FL,732,,SunRun,Carval,1-7.18
18-05-001418,Solar,240,5.99,2018-07-06,92.25,,29012.48,CA,732,,SunRun,Carval,1-7.18
18-06-001502,Solar,240,4.99,2018-07-05,88.31,,12583.3,NM,732,,Ion,Carval,1-7.18
18-12-001047,Solar,120,3.99,2018-06-25,88.42,,19782.81,CA,732,,SunRun,Carval,1-7.18
18-10-001031,Solar,120,2.99,2018-06-27,85.68,,44318.05,NV,733,,EmpireSolar,Carval,1-7.18
18-13-000381,Solar,120,3.99,2018-06-05,88.42,,19310.45,CA,733,,SunRun,Carval,1-7.18
18-13-001531,Solar,240,3.99,2018-07-03,84.51,,28558.76,ID,733,,BlueRaven,Carval,1-7.18
18-05-001464,Solar,240,3.99,2018-06-22,84.51,,17956.01,CA,735,,FreedomForever,Carval,1-7.18
18-09-001171,Solar,240,3.99,2018-07-05,84.51,,19279.96,ID,735,,BlueRaven,Carval,1-7.18
18-10-000735,Solar,120,3.99,2018-06-15,88.42,,35514.3,AZ,737,,SunRun,Carval,1-7.18
18-15-001021,Solar,240,3.99,2018-07-02,84.51,,27438.7,CA,737,,Solcius,Carval,1-7.18
